id1	query1	id2	query2	Score
525841	Срок сдачи журнала учета счетов-фактур за I квартал: 20 апреля 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает: посредники, которые получают или выставляют счета-фактуры.	506958	Срок сдачи журнала учета счетов-фактур за IV квартал: 20 января 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает: посредники, которые получают или выставляют счета-фактуры.	0.9835800528526306
525155	При допущении ошибки по операциям реализации или поступлению надо отсторнировать сумму НДС. Для этого надо оформить к данному документу исправленный счет-фактуру. Подробности учета — в рекомендации.При возврате товара, уменьшении цены, количества товара составляется корректировочный счет-фактура. На основании него также будет запись сторно НДС у обеих сторон сделки. Подробности – в рекомендации.	525158	При допущении ошибки по операциям реализации или поступлению надо отсторнировать сумму НДС. Для этого надо оформить к данному документу исправленный счет-фактуру и его провести в учете.При возврате товара, уменьшении цены, количества товара составляется корректировочный счет-фактура. На основании него также будет запись сторно НДС у обеих сторон сделки. Все проводки по сторно — в таблице выше.	0.9827579259872437
506869	Срок сдачи декларации по НДС за IV квартал 2022 года: 25 января 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает отчет: организации и ИП на общей системе, посредники – плательщики НДС или налоговые агенты. Организации и ИП на спецрежиме, которые в IV квартале выставили счет-фактуру с выделенной суммой НДС.	483735	Срок сдачи декларации по НДС за III квартал 2022 года: 25 октября 2022 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает отчет: организации и ИП на общей системе, посредники – плательщики НДС или налоговые агенты. Организации и ИП на спецрежиме, которые в III квартале выставили счет-фактуру с выделенной суммой НДС.	0.9827064275741577
478102	В НК есть перечень операций, по которым исчислять НДС не нужно. Это операции, которые не являются объектом налогообложения, и операции, которые освобождены от НДС (п. 2 ст. 146, п. 1-3 ст. 149 НК). Кроме того, не нужно начислять НДС, если операция не признается реализацией в смысле, придаваемом статьями 39 и 146 НК. По операциям, перечисленным в пункте 3 статьи 149 НК, организация может отказаться от льготы и платить НДС в обычном порядке.	521253	В НК есть перечень операций, по которым исчислять НДС не нужно. Это операции, которые не являются объектом налогообложения, и операции, которые освобождены от НДС. Кроме того не нужно начислять НДС, если операция не признается реализацией в смысле, придаваемом статьями 39 и 146 НК. По каким именно операциям не исчисляют НДС — в рекомендации.	0.9825832843780518
526650	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по ЕСХН вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	522159	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по НДФЛ вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	0.9822524785995483
451307	При поступлении от покупателя аванса в иностранной валюте отразите кредиторскую задолженность. Авансы не признаются доходами (п. 3 и 12 ПБУ 9/99). Аванс переведите в рубли и впоследствии не переоценивайте – курсовые разницы не возникают. Пересчет сделайте по официальному курсу ЦБ, установленному на дату зачисления средств на транзитный валютный счет организации (п. 4, 5, 6, 9, 10, 20 ПБУ 3/2006).	451308	При перечислении аванса продавцу в иностранной валюте отразите дебиторскую задолженность. Авансы не признаются расходами (п. 3 ПБУ 10/99). Аванс переведите в рубли и впоследствии не переоценивайте – курсовые разницы не возникают. Пересчет сделайте по официальному курсу ЦБ, установленному на дату перечисления (п. 4, 5, 6, 9, 10, 20 ПБУ 3/2006, приложение к ПБУ 3/2006).	0.9821266531944275
491655	Если не согласны с исчисленной налоговым органом суммой транспортного налога, указанной в сообщении об исчисленной сумме налога, направьте в ответ пояснения — на бумаге или в электронном виде. Пояснения на бумаге подавайте по форме, рекомендованной письмом ФНС от 05.03.2022 № БС-4-21/2688, а в электронном виде — по форме из приказа ФНС от 30.03.2022 № ЕД-7-21/247 (письмо ФНС от 29.04.2022 № БС-4-21/5313). Готовые образцы пояснений смотрите по ссылке.	497187	Если не согласны с суммой транспортного налога, которую ИФНС указала в сообщении об исчисленной сумме налога, направьте в ответ пояснения –  на бумаге или в электронном виде. Пояснения на бумаге подайте на бланке, который рекомендован письмом ФНС от 05.03.2022 № БС-4-21/2688, в электронном виде – по форме из приказа ФНС от 30.03.2022 № ЕД-7-21/247 (письмо ФНС от 29.04.2022 № БС-4-21/5313).	0.9813107848167419
503724	При подготовке к годовой бухгалтерской отчетности за 2022 год по общей форме составьте отчет о финансовых результатах с указанием показателей за отчетный и предыдущий год. Данные для заполнения отчета берите из развернутых оборотов счетов бухгалтерского учета. При составлении отчета учтите требования ФСБУ. Как выглядит отчет в цифрах – смотрите ниже образец.	503876	При подготовке к годовой бухгалтерской отчетности за 2022 год по общей форме составьте бухгалтерский баланс с указанием показателей за отчетный и предыдущий год. Данные для заполнения баланса берите из развернутых сальдо счетов бухгалтерского учета. При составлении баланса  учтите требования ФСБУ. Как выглядит отчет на цифрах – смотрите ниже образец.	0.9800719022750854
519618	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по налогу при УСН вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	522159	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по НДФЛ вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	0.9792962074279785
512797	Форма: бланк формы 1-транспорт «Сведения об оказанных нерезидентам услугах грузовых и пассажирских перевозок» утвержден указанием ЦБ от 25.11.2019 № 5328-У. Код по ОКУД – 0414006.Сроки сдачи: ежеквартально, не позднее 13-го числа второго месяца, следующего за отчетным кварталом.	512798	Форма: бланк формы 2-транспорт «Сведения об услугах грузовых и пассажирских перевозок, оказанных нерезидентами» утвержден указанием ЦБ от 25.11.2019 № 5328-У. Код по ОКУД – 0414007.Сроки сдачи: ежеквартально, не позднее 17-го числа второго месяца, следующего за отчетным кварталом.	0.9789285063743591
526650	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по ЕСХН вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	519618	Общие правила заполнения реквизитов платежки — в таблице. При заполнении платежки по налогу при УСН вместо уведомления о начисленных налогах и взносах нужно учесть следующие особенности.	0.9785890579223633
490831	Используйте данные справочника, если платите НДПИ при добыче нефти, налог на  дополнительный доход от добычи углеводородного сырья (НДДДУС) или акциз с нефтяного сырья. Значения коэффициента Кц мы обновляем заранее, не дожидаясь, пока их опубликует налоговая служба.   	490835	Используйте данные таблицы, если платите НДПИ при добыче нефти, налог на дополнительный доход от добычи углеводородного сырья (НДДДУС) или акциз с нефтяного сырья. Значения коэффициента Кц мы обновляем заранее, не дожидаясь, пока их опубликует налоговая служба.   	0.9773776531219482
508631	Если экспорт в страну, не входящую в ЕАЭС, не подтвержден, на 181-й календарный день с даты помещения товаров под таможенную процедуру экспорта нужно дополнительно к счету-фактуре с нулевой ставкой оформить в одном экземпляре счет-фактуру с суммой НДС, начисленного по ставкам 20 (10) процентов.	508639	Если экспорт в страну ЕАЭС не подтвержден, на 181-й календарный день с даты отгрузки нужно дополнительно к счету-фактуре с нулевой ставкой оформить в одном экземпляре счет-фактуру с суммой НДС, начисленного по ставкам 20 (10) процентов.	0.9766769409179688
529546	При проверке декларации по НДС инспекторы сопоставят заявленный к вычету налог с безопасной долей в вашем регионе. Рассчитанная доля по всем регионам на I квартал 2023 года — в справочнике. Проверьте свои данные и при необходимости подготовьте пояснения, чтобы избежать излишнего внимания со стороны налоговой инспекции.	514946	При проверке декларации по НДС инспекторы сопоставят заявленный к вычету налог с безопасной долей в вашем регионе. Рассчитанная доля по всем регионам на IV квартал 2022 года — в справочнике. Он поможет сэкономить время и избежать излишнего внимания со стороны налоговой инспекции.	0.973703145980835
505169	Работодатель вправе уволить сотрудника предпенсионного возраста по всем основаниям, которые предусмотрены трудовым законодательством, в том числе по сокращению штата. При этом увольнение должно быть законно и обоснованно. Увольнять пожилого сотрудника только из-за возраста нельзя. Так как ограничение человека в трудовых правах по этому признаку запрещено (ч. 2 ст. 3 ТК).	505170	Работодатель вправе уволить сотрудника-пенсионера по всем основаниям, которые предусмотрены трудовым законодательством, в том числе по сокращению штата. При этом увольнение должно быть законно и обоснованно. Увольнять сотрудника-пенсионера только из-за возраста нельзя. Так как ограничение человека в трудовых правах по этому признаку будет дискриминацией (ч. 2 ст. 3 ТК).	0.9734475612640381
517630	Минтранс утвердил новый порядок заполнения путевых листов (приказ Минтранса от 28.09.2022 № 390). Новые правила вступят в силу с 1 марта 2023 года и будут действовать до 1 марта 2029 года. Приказ Минтранса от 11.09.2020 № 368 утратит силу. Что изменилось, и как это повлияет на работу – в рекомендации.	517925	Минтранс утвердил новый порядок оформления путевых листов (приказ Минтранса от 28.09.2022 № 390). Новые правила действуют с 1 марта 2023 года до 1 марта 2029 года. Как по-новому заполнить путевой лист – в рекомендации. Ниже – что изменилось в правилах заполнения и как это повлияет на работу.	0.9732931852340698
526681	Не позже 20 мая 2024 года уведомите ИФНС о контролируемых сделках, совершенных в 2023 году. Справочник сэкономит время, поможет правильно определить контролируемые сделки и отчитаться по ним.	526831	Не позже 22 мая 2023 года с учетом выходных дней уведомите ИФНС о контролируемых сделках, совершенных в 2022 году. Справочник сэкономит время, поможет правильно определить контролируемые сделки и отчитаться по ним.	0.9729199409484863
529520	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
503736	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
503738	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
503740	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
506713	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
508669	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
514916	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н.	520090	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Шаблон разработан на основании требований приказа Минтруда от 29.10.2021 № 772н. Перейдите в шаблон по ссылке ниже или сразу скачайте. 	0.9727723002433777
505159	Тот факт, что сотрудник получил уведомление о сокращении, не лишает его права уволиться по соглашению сторон. При этом сотрудник теряет право на дополнительные выплаты, которые предусмотрены при сокращении штата, – выходное пособие и выплаты на период трудоустройства (ст. 178 ТК).	505168	Если сотрудник получил уведомление о сокращении, то это не лишает его права уволиться по собственной инициативе. Необходимо учесть, что при этом сотрудник теряет право на дополнительные выплаты, которые предусмотрены при сокращении штата, – выходное пособие и выплаты на период трудоустройства (ст. 80, ст. 178 ТК).	0.9725843071937561
6918	 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	24464	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	0.9721149802207947
6918	 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	24466	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	0.9721149802207947
7297	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	24464	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	0.9721149802207947
7297	Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.	24466	Lorem ipsum dolor sit amet, consectetur adipiscing elit. In luctus est eget neque rutrum, eu imperdiet purus pretium. Aenean tempor in lectus maximus aliquet. Proin ullamcorper ultricies diam, id blandit odio tempor vel. ссылка на документ, якорь, рубрику, внешняя	0.9721149802207947
464125	В таблице – все ставки НДПИ, действующие в 2021 году. Коды полезных ископаемых прописаны в приложении 2 к Порядку заполнения декларации по НДПИ, утвержденному приказом ФНС от 08.12.2020 № КЧ-7-3/887. Ставки по НДПИ в 2022 году и за прошлые годы – в рекомендации. 	464136	В таблице — все ставки НДПИ, действующие с 1 апреля 2020 года. Коды полезных ископаемых прописаны в приложении 2 к Порядку заполнения декларации по НДПИ, утвержденному приказом ФНС от 20.12.2018 № ММВ-7-3/827 и письме ФНС от 14.11.2019 № СД-4-3/23165). Ставки по НДПИ за 2022 – 2021 годы – в рекомендации.	0.9719409346580505
526831	Не позже 22 мая 2023 года с учетом выходных дней уведомите ИФНС о контролируемых сделках, совершенных в 2022 году. Справочник сэкономит время, поможет правильно определить контролируемые сделки и отчитаться по ним.	526912	Не позже 20 мая 2022 года уведомите ИФНС о контролируемых сделках, совершенных в 2021 году. Справочник сэкономит время, поможет правильно определить контролируемые сделки и отчитаться по ним.	0.9718357920646667
529127	Мы собрали изменения, которые вступят в силу в апреле 2023 года и могут повлиять на работу бухгалтера.	522164	Мы собрали изменения, которые вступят в силу в марте 2023 года и могут повлиять на работу бухгалтера.	0.9707825183868408
505777	МРОТ с 1 января 2021 года – 12 792 руб. Его используют для расчета минимальной зарплаты, больничного пособия, пособия по беременности и родам, взносов на добровольное социальное страхование.	505779	МРОТ с 1 января 2019 года – 11 280 руб. Его используют для расчета минимальной зарплаты, больничного пособия, пособия по беременности и родам, взносов на добровольное социальное страхование.	0.9707112908363342
529787	Срок сдачи декларации по косвенным налогам за март 2023 года: 20 апреля 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образец заполнения можно скачать ниже.Кто сдает: импортеры товаров из ЕАЭС:по принятым на учет импортируемым товарам;лизинговому платежу.	506868	Срок сдачи декларации по косвенным налогам за декабрь 2022 года: 20 января 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образец заполнения можно скачать ниже.Кто сдает: импортеры товаров из ЕАЭС:по принятым на учет импортируемым товарам;лизинговому платежу.	0.9699206352233887
463269	Ознакомьте работников с инструкциями по охране труда под подпись в листах ознакомления к каждой инструкции. Это требования абзаца 10 части 2 статьи 22 ТК и подпункта «г» пункта 1 приложения 1 к приказу Минтруда от 29.10.2021 № 773н. Вести журналы учета инструкций по охране труда и учета их выдачи не обязательно. Храните инструкции у руководителя подразделения или в службе охране труда, а работникам выдавайте копии инструкций.	463275	Знакомьте работников с инструкциями по охране труда под подпись в листах ознакомления к каждой инструкции и выдавайте их на руки на инструктажах на рабочем месте. Это требования абзаца 10 части 2 статьи 22 ТК и подпункта «г» пункта 1 приложения 1 к приказу Минтруда от 29.10.2021 № 773н.	0.9698048830032349
508591	Исчисленную сумму налога перечисляйте в бюджет не позднее 28 февраля года, следующего за истекшим налоговым периодом. В 2023 году авансовые платежи с учетом выходных дней платите не позднее:28 апреля – за I квартал;28 июля – за II квартал;30 октября – за III квартал.Налог за 2022 год заплатите не позднее 28 февраля 2023 года, за 2023 год – не позднее 28 февраля 2024 года (абз. 2 п. 1 ст. 397 НК).	520680	Исчисленную сумму налога на имущество перечисляйте в бюджет не позднее 28 февраля года, следующего за истекшим налоговым периодом. В 2023 году авансовые платежи с учетом выходных дней платите не позднее:28 апреля — за I квартал;28 июля — за II квартал (полугодие);30 октября — за III квартал (9 месяцев).Налог за 2023 год заплатите не позднее 28 февраля 2024 года (п. 1 ст. 383 НК). Сроки уплаты за 2022 и 2021 год с учетом выходных дней – в таблице ниже.	0.969314694404602
508366	Пени начисляют за каждый календарный день просрочки со дня возникновения недоимки по день исполнения совокупной обязанности (включительно). Для организаций – своя формула расчета пеней, а для ИП – своя. Пени начисляют на совокупную задолженность на ЕНС без разделения на отдельные налоги и взносы (п. 3 ст. 75 НК). Начисление делают только на сумму неуплаченного долга. При подаче уточненки пени начисляют с превышения недоимки над положительным сальдо ЕНС.	509947	Пени начисляют за каждый календарный день просрочки со дня возникновения недоимки по день исполнения обязанности по уплате НДФЛ (включительно). Для организаций – своя формула расчета пеней, а для физлиц, в том числе ИП, – своя. Обратите внимание, пени начисляют на совокупную задолженность на ЕНС без разделения на отдельные налоги и взносы (п. 3 ст. 75 НК). Рассчитать пени на своих цифрах вы можете с помощью расчетчика.	0.968998908996582
506868	Срок сдачи декларации по косвенным налогам за декабрь 2022 года: 20 января 2023 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образец заполнения можно скачать ниже.Кто сдает: импортеры товаров из ЕАЭС:по принятым на учет импортируемым товарам;лизинговому платежу.	483733	Срок сдачи декларации по косвенным налогам за сентябрь 2022 года: 20 октября 2022 года.Куда сдавать: в ИФНС.Форма: не изменилась. Скачать бланк >>. Образец заполнения можно скачать ниже.Кто сдает: импортеры товаров из ЕАЭС:по принятым на учет импортируемым товарам;лизинговому платежу.	0.9685760736465454
444538	По общему правилу право на первый ежегодный отпуск на новом месте работы возникает у сотрудника через шесть месяцев непрерывной работы в организации (ч. 2 ст. 122 ТК). При этом некоторым сотрудникам по их просьбе работодатель обязан предоставить отпуск авансом. Отпуск за второй и последующие годы работы сотрудник может взять в любое время рабочего года в соответствии с графиком отпусков.	517039	Право на первый ежегодный отпуск в общем случае возникает у сотрудника через шесть месяцев непрерывной работы с момента его трудоустройства в новую организацию (ч. 2 ст. 122 ТК).По обоюдному согласию работника и работодателя первый ежегодный отпуск можно предоставить и до того, как сотрудник отработает положенный стаж в шесть месяцев (ст. 122, ч. 2 ст. 177 ТК). Поэтому если работник хочет пойти в отпуск раньше шести месяцев и работодатель не возражает, то можно оформить такой отпуск.	0.9683073163032532
37659	О том, что возникли основания для продления отпуска, сотрудник обязан незамедлительно уведомить работодателя доступным ему способом (например, по телефону). Если такое уведомление есть, то срок отпуска автоматически продлевается на соответствующее количество дней (например, дней болезни). Издавать специальный приказ на продление отпуска работодателю не обязательно. Однако чтобы заполнить табель и правильно посчитать зарплату, такой приказ лучше оформить.	517040	При возникновении основания для продления отпуска сотрудник обязан сразу уведомить об этом работодателя любым доступным ему способом. Например, по телефону. После такого уведомления срок отпуска автоматически продлевают на количество дней, которые совпали с периодом болезни. При этом оформлять специальный приказ на продление отпуска работодателю не нужно. Отпускные в такой ситуации также не пересчитывают. Если отпуск сотрудник не продлевает – отпускные пересчитайте.	0.9679617881774902
515960	Зарплату за декабрь 2022 года, которую выплатили в декабре, полностью отразите в 6-НДФЛ за год. При выплате зарплаты в январе аванс признайте доходом декабря и включите в 6-НДФЛ за 2022 год, вторую часть зарплаты — доходом января 2023 года и отразите ее в расчете за I квартал 2023 года. Зарплату за декабрь 2023 года отражайте в общем порядке. Правила заполнения в зависимости от даты выплаты зарплаты — в таблицах ниже.	518738	Зарплату за декабрь 2022 года, которую выплатили в декабре, и НДФЛ с нее отразите в справке о доходах для сотрудника за 2022 год. Если зарплату выплатили в январе, аванс признайте доходом декабря 2022 года и включите в справку за 2022 год, а вторую часть зарплаты — доходом января 2023 года и отразите ее в справке за 2023 год. Порядок отражения – такой же, как в 6-НДФЛ.	0.967670202255249
501387	Организации и ИП на упрощенке, которые оказывают услуги, кроме общих положений и правил учета при объекте «доходы» или «доходы минус расходы», вправе указать в учетной политике особенности своей деятельности. Деятельность не связана с производством или торговлей, поэтому учет товаров для перепродажи и покупных материалов прописывать необязательно.	501391	Организации и ИП на упрощенке, которые оказывают посреднические услуги, кроме общих положений и правил учета при объекте «доходы» или «доходы минус расходы», вправе указать в учетной политике особенности своей деятельности. Например, об учете доходов от реализации посреднических услуг. Деятельность не связана с производством или торговлей, поэтому учет товаров для перепродажи и покупных материалов прописывать необязательно.	0.9660596251487732
